text,label,language,text_translated,language_translated
"Bausch Health upgraded to overweight from neutral at JPMorgan, price target raised to $38 from $32",1,en,"Bausch Health upgraded to overweight from neutral at JPMorgan, price target raised to $38 from $32",en
Bed Bath & Beyond reiterated as buy at BofA Merrill Lynch,1,en,Bed Bath & Beyond reiterated as buy at BofA Merrill Lynch,en
Belden stock price target raised to $56 vs. $54 at SunTrust Robinson Humphrey,1,en,Belden stock price target raised to $56 vs. $54 at SunTrust Robinson Humphrey,en
Benchmark says this roof supplier is a Buy,1,en,Benchmark says this roof supplier is a Buy,en
Bernstein turns bullish on VMware's valuation,1,en,Bernstein turns bullish on VMware's valuation,en
Berry Petroleum upgraded to sector weight from underweight at KeyBanc Capital,1,en,Berry Petroleum upgraded to sector weight from underweight at KeyBanc Capital,en
Best Buy stock price target raised to $105 from $86 at Oppenheimer,1,en,Best Buy stock price target raised to $105 from $86 at Oppenheimer,en
Biogen stock price target raised to $392 from $320 at Instinet,1,en,Biogen stock price target raised to $392 from $320 at Instinet,en
Biogen stock price target raised to $410 from $350 at SVB Leerink,1,en,Biogen stock price target raised to $410 from $350 at SVB Leerink,en
Boeing stock price target raised to $427 from $406 at CFRA,1,en,Boeing stock price target raised to $427 from $406 at CFRA,en
"BofA Upgrades WestRock After Containerboard Conference, London Pulp Week",1,en,"BofA Upgrades WestRock After Containerboard Conference, London Pulp Week",en
"Bouygues SA Just Beat Analyst Forecasts, And Analysts Have Been Updating Their Predictions",1,en,"Bouygues SA Just Beat Analyst Forecasts, And Analysts Have Been Updating Their Predictions",en
BTIG expects Domino's to boost buybacks,1,en,BTIG expects Domino's to boost buybacks,en
BTIG sees 'material improvement' to Ocwen book value,1,nl,BTIG six 'material improvement' to Ocven book value,en
"Bull sees 2020 upsides for MU, WDC",1,ca,"Bull sees 2020 upsides for MU, WDC",ca
Cabot upgraded to buy from neutral at UBS,1,en,Cabot upgraded to buy from neutral at UBS,en
"Canada Goose upgraded to outperform from neutral at Baird, price target C$53",1,en,"Canada Goose upgraded to outperform from neutral at Baird, price target C$53",en
Capital Southwest initiated at outperform at Raymond James with $23.50 price target,1,en,Capital Southwest initiated at outperform at Raymond James with $23.50 price target,en
Celanese stock price target raised to $120 vs. $111 at BofA Merrill Lynch,1,en,Celanese stock price target raised to $120 vs. $111 at BofA Merrill Lynch,en
CF Industries stock price target raised to $56 vs. $52 at BofA Merrill Lynch,1,en,CF Industries stock price target raised to $56 vs. $52 at BofA Merrill Lynch,en
CF Industries upgraded to buy vs. neutral at BofA Merrill Lynch,1,en,CF Industries upgraded to buy vs. neutral at BofA Merrill Lynch,en
Ciena stock price target raised to $47 vs. $43 at Instinet,1,en,Ciena stock price target raised to $47 vs. $43 at Instinet,en
Citi gives big boost to Deere PT,1,en,Citi gives big boost to Deere PT,en
Citi reels in PT on Nu Skin,1,nl,Other reals in PT on Nu Skin,en
"CITRON SAYS IT'S LONG ON LUCKIN COFFEE

MW vs CItron",1,en,"CITRON SAYS IT'S LONG ON LUCKIN COFFEE

MW vs CItron",en
CNH Industrial upped to Buy at Deutsche Bank on valuation,1,en,CNH Industrial upped to Buy at Deutsche Bank on valuation,en
Copa Holdings stock price target raised to $130 from $103 at Deutsche Bank,1,en,Copa Holdings stock price target raised to $130 from $103 at Deutsche Bank,en
Costco price target raised to $330 vs. $320 at BofA Merrill Lynch,1,en,Costco price target raised to $330 vs. $320 at BofA Merrill Lynch,en
CSX stock price target raised to $90 from $72 at Deutsche Bank,1,en,CSX stock price target raised to $90 from $72 at Deutsche Bank,en
CSX upgraded to buy from hold at Deutsche Bank,1,en,CSX upgraded to buy from hold at Deutsche Bank,en
CVS Health stock price target raised to $90 from $85 at SunTrust RH,1,en,CVS Health stock price target raised to $90 from $85 at SunTrust RH,en
CyrusOne upgraded to overweight from sector weight at KeyBanc Capital,1,en,CyrusOne upgraded to overweight from sector weight at KeyBanc Capital,en
Diamondrock Hospitality upgraded to sector weight from underweight at KeyBanc Capital,1,en,Diamondrock Hospitality upgraded to sector weight from underweight at KeyBanc Capital,en
DLH Holdings maintained as buy with $7 price target at Canaccord,1,en,DLH Holdings maintained as buy with $7 price target at Canaccord,en
Domtar upgraded to market perform at BMO Capital,1,sv,Domtar upgrade to market form at BMO Capital,sv
Dow stock price target raised to $52 vs. $46 at BofA Merrill Lynch,1,en,Dow stock price target raised to $52 vs. $46 at BofA Merrill Lynch,en
"Earnings Update: Here's Why Analysts Just Lifted Their Aemetis, Inc. Price Target To US$2.25",1,en,"Earnings Update: Here's Why Analysts Just Lifted Their Aemetis, Inc. Price Target To US$2.25",en
Earnings Update: Here's Why Analysts Just Lifted Their Milestone Scientific Inc. Price Target To US$2.00,1,en,Earnings Update: Here's Why Analysts Just Lifted Their Milestone Scientific Inc. Price Target To US$2.00,en
"Earnings Update: Here's Why Analysts Just Lifted Their Skyworks Solutions, Inc. Price Target To US$104",1,en,"Earnings Update: Here's Why Analysts Just Lifted Their Skyworks Solutions, Inc. Price Target To US$104",en
Eastman Chemical stock price target raised to $85 vs. $82 at BofA Merrill Lynch,1,en,Eastman Chemical stock price target raised to $85 vs. $82 at BofA Merrill Lynch,en
Edgewell stock price target raised to $41 from $33 at CFRA,1,en,Edgewell stock price target raised to $41 from $33 at CFRA,en
Elastic upgraded to buy from hold at Canaccord Genuity,1,en,Elastic upgraded to buy from hold at Canaccord Genuity,en
"Enbridge upgraded to buy from neutral at UBS, price target lifted to C$54 from C$50",1,en,"Enbridge upgraded to buy from neutral at UBS, price target lifted to C$54 from C$50",en
"Energizer Holdings upgraded to neutral from underweight at JP Morgan, price target lifted to $51 from $41",1,en,"Energizer Holdings upgraded to neutral from underweight at JP Morgan, price target lifted to $51 from $41",en
Energizer shakes off JPMorgan's bear call,1,en,Energizer shakes off JPMorgan's bear call,en
Equity Lifestyle Properties upgraded to outperform at BMO Capital,1,en,Equity Lifestyle Properties upgraded to outperform at BMO Capital,en
Estee Lauder stock price target raised to $238 from $202 at Raymond James,1,en,Estee Lauder stock price target raised to $238 from $202 at Raymond James,en
Etsy initiated as buy with $55 price target at SunTrust Robinson Humphrey,1,en,Etsy initiated as buy with $55 price target at SunTrust Robinson Humphrey,en
FedEx stock price target raised to $168 from $163 at BofA Securities,1,en,FedEx stock price target raised to $168 from $163 at BofA Securities,en
FleetCor stock price target raised to $325 from $310 at CFRA,1,en,FleetCor stock price target raised to $325 from $310 at CFRA,en
Ford's electric SUV impresses Credit Suisse,1,en,Ford's electric SUV impresses Credit Suisse,en
Fortinet stock price target raised to $115 from $104 at BMO Capital,1,en,Fortinet stock price target raised to $115 from $104 at BMO Capital,en
Fortinet stock price target raised to $120 from $110 at Monness Crespi Hardt,1,en,Fortinet stock price target raised to $120 from $110 at Monness Crespi Hardt,en
"Glenmark Pharmaceuticals Limited Just Beat Analyst Forecasts, And Analysts Have Been Updating Their Predictions",1,en,"Glenmark Pharmaceuticals Limited Just Beat Analyst Forecasts, And Analysts Have Been Updating Their Predictions",en
Goldman adds Workday to conviction list; shares +1%,1,en,Goldman adds Workday to conviction list; shares +1%,en
"Goldman Says 36,000% Rally in Brazilian Retailer Has Room to Run",1,en,"Goldman Says 36,000% Rally in Brazilian Retailer Has Room to Run",en
GrubHub stock price target raised to $40 from $34 at Oppenheimer,1,en,GrubHub stock price target raised to $40 from $34 at Oppenheimer,en
GrubHub stock price target raised to $60 from $30 at Susquehanna,1,en,GrubHub stock price target raised to $60 from $30 at Susquehanna,en
Hasbro upgraded on earnings growth potential from Entertainment One acquisition,1,en,Hasbro upgraded on earnings growth potential from Entertainment One acquisition,en
"Hasbro upgraded to buy from neutral at UBS, price target $117",1,en,"Hasbro upgraded to buy from neutral at UBS, price target $117",en
Heat Biologics started at buy with $1 stock price target at Maxim Group,1,en,Heat Biologics started at buy with $1 stock price target at Maxim Group,en
"Home Depot upgraded to outperform from neutral at Credit Suisse, price target raised to $235 from $225",1,en,"Home Depot upgraded to outperform from neutral at Credit Suisse, price target raised to $235 from $225",en
Humana stock price target raised to $363 from $319 at Deutsche Bank,1,en,Humana stock price target raised to $363 from $319 at Deutsche Bank,en
Huntsman named Conviction Buy at Goldman in chemical sector shuffle,1,en,Huntsman named Conviction Buy at Goldman in chemical sector shuffle,en
Intel stock price target raised to $62 vs. $60 at SunTrust Robinson Humphrey,1,en,Intel stock price target raised to $62 vs. $60 at SunTrust Robinson Humphrey,en
Intercept Pharmaceuticals maintained as buy with $165 price target at Canaccord,1,en,Intercept Pharmaceuticals maintained as buy with $165 price target at Canaccord,en
Invitae Corp. maintained as buy at Benchmark,1,en,Invitae Corp. maintained as buy at Benchmark,en
J.C. Penney stock price target raised to $1.00 from 80 cents at B. Riley FBR,1,en,J.C. Penney stock price target raised to $1.00 from 80 cents at B. Riley FBR,en
Jabil stock price target raised to $47 from $36 at CFRA,1,en,Jabil stock price target raised to $47 from $36 at CFRA,en
Jefferies analysts lifted Tesla $TSLA shares to buy while paring the price target 19%. https://t.co/BJhXfQuRTd,1,en,Jefferies analysts lifted Tesla $TSLA shares to buy while paring the price target 19%. https://t.co/BJhXfQuRTd,en
JPMorgan likes Bausch Health in premarket analyst action,1,en,JPMorgan likes Bausch Health in premarket analyst action,en
JPMorgan out bullish on Uber's upside potential,1,en,JPMorgan out bullish on Uber's upside potential,en
Kilroy Realty upgraded to overweight from sector weight at KeyBanc Capital,1,en,Kilroy Realty upgraded to overweight from sector weight at KeyBanc Capital,en
L3Harris started at buy with $280 stock price target at Benchmark,1,en,L3Harris started at buy with $280 stock price target at Benchmark,en
Lagging MLP upgraded at Goldman as new projects seen lifting cash flows,1,en,Lagging MLP upgraded at Goldman as new projects seen lifting cash flows,en
Ligand Pharmaceuticals started at buy with $135 stock price target at Benchmark,1,en,Ligand Pharmaceuticals started at buy with $135 stock price target at Benchmark,en
Lovesac maintained as buy at Canaccord,1,en,Lovesac maintained as buy at Canaccord,en
Lululemon stock price target raised to $260 vs. $222 at Susquehanna,1,en,Lululemon stock price target raised to $260 vs. $222 at Susquehanna,en
Lyft stock gets an upgrade due to competitive positioning,1,en,Lyft stock gets an upgrade due to competitive positioning,en
LyondellBasell sock price target raised to $107 vs. $99 at BofA Merrill Lynch,1,en,LyondellBasell sock price target raised to $107 vs. $99 at BofA Merrill Lynch,en
Magnolia Oil & Gas started at overweight with $14 stock price target at KeyBanc Capital,1,en,Magnolia Oil & Gas started at overweight with $14 stock price target at KeyBanc Capital,en
Mesa Air reiterated as outperform at Cowen,1,en,Mesa Air reiterated as outperform at Cowen,en
Microchip Technology stock price target raised to $113 vs. $106 at SunTrust Robinson Humphrey,1,en,Microchip Technology stock price target raised to $113 vs. $106 at SunTrust Robinson Humphrey,en
Mizuho raises Intel on aggressive price cuts,1,en,Mizuho raises Intel on aggressive price cuts,it
Molina Healthcare stock price target raised to $165 from $155 at SunTrust RH,1,en,Molina Healthcare stock price target raised to $165 from $155 at SunTrust RH,en
Morgan Stanley analyst Joseph Moore upgraded NVIDIA (NASDAQ: $NVDA) from Equalweight to Overweight with a price tar… https://t.co/NVjiO6Brwb,1,en,Morgan Stanley analyst Joseph Moore upgraded NVIDIA (NASDAQ: $NVDA) from Equalweight to Overweight with a price tar… https://t.co/NVjiO6Brwb,en
Morgan Stanley bullish on Eldorado Resorts ahead of Caesars combination,1,en,Morgan Stanley bullish on Eldorado Resorts ahead of Caesars combination,en
Morgan Stanley joins mortgage sector bulls,1,en,Morgan Stanley joins mortgage sector bulls,en
Morgan Stanley Raises Fortinet's Price Target After Bullish Analyst Day,1,en,Morgan Stanley Raises Fortinet's Price Target After Bullish Analyst Day,en
Morgan Stanley upgrades NVIDIA $NVDA from Equal-Weight to Overweight and announces $259 price target.,1,en,Morgan Stanley upgrades NVIDIA $NVDA from Equal-Weight to Overweight and announces $259 price target.,en
"Morgan Stanley upgrades Nvidia to buy, predicting 2020 will be 'a return to solid growth' https://t.co/9gTGxKbSGj",1,en,"Morgan Stanley upgrades Nvidia to buy, predicting 2020 will be 'a return to solid growth' https://t.co/9gTGxKbSGj",en
"Munster Doubles Down, Says Apple Has 40% Upside This Year",1,en,"Munster Doubles Down, Says Apple Has 40% Upside This Year",en
New bull sees 22% upside for Splunk,1,en,New bull sees 22% upside for Splunk,en
New for subscribers:  Morgan Stanley adds Amazon to its list of favorite stocks. Here are the rest... https://t.co/QbgS6IQXRt,1,en,New for subscribers:  Morgan Stanley adds Amazon to its list of favorite stocks. Here are the rest... https://t.co/QbgS6IQXRt,en
Newmont Goldcorp stock price target raised to $41.50 from $39.50 at B. Riley FBR,1,en,Newmont Goldcorp stock price target raised to $41.50 from $39.50 at B. Riley FBR,en
NLight target raised on Nutronics deal,1,en,NLight target raised on Nutronics deal,en
Nokia stock price target raised to $6.00 from $5.50 at MKM Partners,1,en,Nokia stock price target raised to $6.00 from $5.50 at MKM Partners,en
Nuvasive upgraded to outperform vs market perform at Leerink,1,en,Nuvasive upgraded to outperform vs market perform at Leerink,da
"Nvidia Has One Of The Best Opportunities To Maintain High Multiple, Morgan Stanley Says In Upgrade",1,en,"Nvidia Has One Of The Best Opportunities To Maintain High Multiple, Morgan Stanley Says In Upgrade",en
Nvidia stock climbs after Morgan Stanley turns bullish,1,en,Nvidia stock climbs after Morgan Stanley turns bullish,en
NXP Semiconductors stock price target raised to $139 vs. $128 at SunTrust Robinson Humphrey,1,en,NXP Semiconductors stock price target raised to $139 vs. $128 at SunTrust Robinson Humphrey,en
Olin Corp. stock price target raised to $23 vs. $22 at BofA Merrill Lynch,1,en,Olin Corp. stock price target raised to $23 vs. $22 at BofA Merrill Lynch,en
"One analyst says TD could unlock ""significant value"" by selling its minority stake in Ameritrade after its purchase… https://t.co/swy7IVNnQE",1,en,"One analyst says TD could unlock ""significant value"" by selling its minority stake in Ameritrade after its purchase… https://t.co/swy7IVNnQE",en
Onto Innovation stock price target raised to $50 from $40 at Benchmark,1,en,Onto Innovation stock price target raised to $50 from $40 at Benchmark,en
Owens Corning upgraded at Wells after raising residential insulation prices,1,en,Owens Corning upgraded at Wells after raising residential insulation prices,en
"Owens Corning Upgraded On Strong Insulation, Roofing Potential",1,en,"Owens Corning Upgraded On Strong Insulation, Roofing Potential",en
Oyster Point Pharma initiated at overweight with $26 price target at JP Morgan,1,en,Oyster Point Pharma initiated at overweight with $26 price target at JP Morgan,en
"Paul Tudor Jones Sees the Potential for a Stock Market Explosion, to the Upside",1,en,"Paul Tudor Jones Sees the Potential for a Stock Market Explosion, to the Upside",en
